1.000000000000000000e+01;4.531999999999999570e-03
2.000000000000000000e+01;7.079999999999999488e-03
3.000000000000000000e+01;1.219999999999999904e-02
4.000000000000000000e+01;1.169649999999999856e-02
5.000000000000000000e+01;1.575050000000000061e-02
6.000000000000000000e+01;2.118300000000000044e-02
7.000000000000000000e+01;2.633399999999999977e-02
8.000000000000000000e+01;2.899000000000000188e-02
9.000000000000000000e+01;5.374000000000000304e-02
1.000000000000000000e+02;6.373249999999999749e-02
1.100000000000000000e+02;5.402049999999999907e-02
1.200000000000000000e+02;6.135349999999999138e-02
1.300000000000000000e+02;9.541750000000000231e-02
1.400000000000000000e+02;1.062295000000000045e-01
1.500000000000000000e+02;9.653200000000000669e-02
1.600000000000000000e+02;1.057059999999999944e-01
1.700000000000000000e+02;1.177754999999999913e-01
1.800000000000000000e+02;1.182705000000000006e-01
1.900000000000000000e+02;1.410330000000000195e-01
2.000000000000000000e+02;1.518005000000000049e-01
2.100000000000000000e+02;2.019635000000000180e-01
2.200000000000000000e+02;1.848810000000000175e-01
2.300000000000000000e+02;2.089995000000000047e-01
2.400000000000000000e+02;2.230779999999999985e-01
2.500000000000000000e+02;2.340990000000000015e-01
2.600000000000000000e+02;2.557860000000000134e-01
2.700000000000000000e+02;2.890840000000000076e-01
2.800000000000000000e+02;3.014600000000000057e-01
2.900000000000000000e+02;3.167195000000000427e-01
3.000000000000000000e+02;3.206959999999999811e-01
3.100000000000000000e+02;3.508879999999999777e-01
3.200000000000000000e+02;3.654165000000000330e-01
3.300000000000000000e+02;3.972559999999999980e-01
3.400000000000000000e+02;4.142025000000000290e-01
3.500000000000000000e+02;4.597760000000000180e-01
3.600000000000000000e+02;4.730595000000000216e-01
3.700000000000000000e+02;4.696805000000000008e-01
3.800000000000000000e+02;5.453645000000000298e-01
3.900000000000000000e+02;5.567100000000000382e-01
4.000000000000000000e+02;5.991499999999999604e-01
4.100000000000000000e+02;6.228420000000000067e-01
4.200000000000000000e+02;8.812965000000000382e-01
4.300000000000000000e+02;1.019042500000000073e+00
4.400000000000000000e+02;1.103338500000000000e+00
4.500000000000000000e+02;1.077145999999999937e+00
4.600000000000000000e+02;1.112204500000000040e+00
4.700000000000000000e+02;1.156773500000000121e+00
4.800000000000000000e+02;1.199105000000000087e+00
4.900000000000000000e+02;1.208933999999999953e+00
5.000000000000000000e+02;1.654329500000000008e+00
5.100000000000000000e+02;1.692734999999999879e+00
5.200000000000000000e+02;1.830426500000000178e+00
5.300000000000000000e+02;1.903200500000000073e+00
5.400000000000000000e+02;2.040061999999999820e+00
5.500000000000000000e+02;2.041844499999999840e+00
5.600000000000000000e+02;1.972557000000000116e+00
5.700000000000000000e+02;2.096815499999999943e+00
5.800000000000000000e+02;2.283272499999999816e+00
5.900000000000000000e+02;2.087514500000000162e+00
6.000000000000000000e+02;2.463059000000000331e+00
6.100000000000000000e+02;2.349290499999999948e+00
6.200000000000000000e+02;2.132724000000000064e+00
6.300000000000000000e+02;2.441006499999999857e+00
6.400000000000000000e+02;2.557349000000000316e+00
6.500000000000000000e+02;2.720509999999999984e+00
6.600000000000000000e+02;2.728745500000000046e+00
6.700000000000000000e+02;2.854017999999999944e+00
6.800000000000000000e+02;3.028453999999999979e+00
6.900000000000000000e+02;3.112848999999999755e+00
7.000000000000000000e+02;3.248988500000000279e+00
7.100000000000000000e+02;3.402771999999999686e+00
7.200000000000000000e+02;3.428320000000000256e+00
7.300000000000000000e+02;3.588862000000000219e+00
7.400000000000000000e+02;3.645459999999999923e+00
7.500000000000000000e+02;3.878372999999999848e+00
7.600000000000000000e+02;4.016952999999999996e+00
7.700000000000000000e+02;4.012292999999999665e+00
7.800000000000000000e+02;4.099177499999999696e+00
7.900000000000000000e+02;4.210660499999999473e+00
8.000000000000000000e+02;4.397889499999999785e+00
8.100000000000000000e+02;4.354848000000000496e+00
8.200000000000000000e+02;4.592595000000000205e+00
8.300000000000000000e+02;4.396733000000000224e+00
8.400000000000000000e+02;4.728928500000000312e+00
8.500000000000000000e+02;4.611862499999999976e+00
8.600000000000000000e+02;4.986307500000000559e+00
8.700000000000000000e+02;5.013565500000000341e+00
8.800000000000000000e+02;5.305207499999999854e+00
8.900000000000000000e+02;5.387021999999999977e+00
9.000000000000000000e+02;5.482088499999999698e+00
9.100000000000000000e+02;5.594330499999999873e+00
9.200000000000000000e+02;5.840487500000000054e+00
9.300000000000000000e+02;5.735934999999999562e+00
9.400000000000000000e+02;5.953654000000000224e+00
9.500000000000000000e+02;6.093666999999999945e+00
9.600000000000000000e+02;6.404606499999999869e+00
9.700000000000000000e+02;6.444829499999999989e+00
9.800000000000000000e+02;6.488016000000000005e+00
9.900000000000000000e+02;6.537955000000000183e+00
1.000000000000000000e+03;5.448667499999999997e+00
